Word,left,center,right
alleviate,0.9579125751840691,0.03389379700523681,0.008193627810694043
forcefully,0.9423457456292811,0.0021256086603952335,0.055528645710323676
constituent,0.942070451235422,0.04312163920681815,0.014807909557759845
##awa,0.9336068836033821,0.03452133786670724,0.031871778529910785
flexibility,0.8916599576352489,0.0603682330868149,0.04797180927793623
courage,0.8787728614190792,0.1069177667575004,0.014309371823420356
unified,0.8756805436596846,0.034996355204865805,0.08932310113544963
185,0.8614332820251902,0.08204064510730921,0.05652607286750051
##uta,0.8559262320051552,0.10056343437408144,0.04351033362076339
disgusted,0.8502638191888283,0.06482155955744023,0.08491462125373148
secondary,0.8493036699987297,0.1282673741422261,0.022428955859044097
sidewalks,0.8405845770224599,0.06726280184625,0.09215262113129002
offender,0.8399877306591952,0.005885726448681844,0.15412654289212296
marty,0.8338051537960933,0.15827129152132888,0.007923554682577771
infection,0.828801475258839,0.125353170023506,0.045845354717654996
##ota,0.8284924505309671,0.03938970783752437,0.1321178416315086
rocket,0.8267694649835533,0.0411217292324689,0.13210880578397777
attempting,0.8257976745273485,0.066958428472223,0.10724389700042843
bite,0.7896067738067658,0.13725800412850203,0.07313522206473218
evaluation,0.783212501853658,0.10942901253196062,0.10735848561438147
pure,0.7798168227724448,0.19057276468960432,0.029610412537950832
militias,0.779064808182992,0.09666450477203214,0.1242706870449759
somalia,0.7780529254027576,0.08913157729649321,0.13281549730074915
originated,0.7697772827913094,0.07369192574185326,0.15653079146683727
sensing,0.7663474601517288,0.005404318322243996,0.22824822152602714
##uan,0.7629928351833108,0.15588147985728276,0.08112568495940647
wheeler,0.7569565607437604,0.1825074046843436,0.060536034571896005
##ight,0.756318433355707,0.006144217600300421,0.23753734904399257
converge,0.7561863023354852,0.22924001078230155,0.014573686882213237
subsequently,0.7472984527580254,0.199992280664067,0.05270926657790756
cafe,0.7460620989195774,0.06300194778237007,0.19093595329805263
##yp,0.744291721093947,0.24554665994070848,0.010161618965344467
trickle,0.7403200519135794,0.11735701331362888,0.14232293477279168
banged,0.7346601276180563,0.014729307688769584,0.25061056469317405
exploring,0.7344617760878885,0.026946590447074495,0.23859163346503687
centered,0.7340044579678638,0.11484602373139866,0.15114951830073745
conform,0.7327552784069996,0.09880320866270925,0.1684415129302911
ownership,0.7327273687398845,0.13753321583191858,0.12973941542819678
##trom,0.73006913421046,0.1802297348121546,0.08970113097738543
##kk,0.7282472640323925,0.011526949344998226,0.26022578662260937
##rre,0.7243133724117159,0.21364595075433285,0.062040676833951355
##car,0.7183593616419789,0.23476179100705402,0.04687884735096706
moderately,0.7183304687043243,0.07138827811546136,0.21028125318021437
attitude,0.7166322541227762,0.1230470841560628,0.160320661721161
koch,0.7159888473021165,0.08215680549041907,0.20185434720746437
hanoi,0.7148909653221327,0.0432915509704724,0.24181748370739498
cache,0.713476496288243,0.24726820716307493,0.03925529654868213
lau,0.708887061011964,0.06193163103368227,0.22918130795435374
nay,0.7078082725621535,0.15013812102937227,0.14205360640847417
slovakia,0.7068814204535719,0.18679749255303052,0.10632108699339766
simulated,0.7051864358917279,0.16901847511523727,0.1257950889930349
matching,0.7020859146339463,0.20545142711696474,0.09246265824908889
fen,0.6997557454386819,0.18842559375878223,0.11181866080253587
ames,0.6994016899237498,0.04822609559613523,0.2523722144801148
midway,0.6993739585304767,0.12111217610790062,0.17951386536162284
void,0.6979220036717746,0.17714273822973883,0.1249352580984865
essex,0.6965981332519966,0.0007271288741431085,0.30267473787386023
engulfed,0.6953425693551626,0.0021663636871440866,0.30249106695769334
recounted,0.6930755584892795,0.06325284962404339,0.2436715918866771
respiratory,0.6914822687907879,0.1828178713386991,0.12569985987051302
surveys,0.6885205260885717,0.1284808455987348,0.18299862831269348
boarding,0.685088899921212,0.08976773098780906,0.22514336909097904
keller,0.6845895004365199,0.06972735690448457,0.24568314265899546
liable,0.6833589654755029,0.006910740925585913,0.30973029359891124
interventions,0.6832923223568447,0.2233412311467827,0.0933664464963728
patches,0.6817657834575327,0.3024704317216698,0.015763784820797433
fascinated,0.6812719881733074,0.1816632890854129,0.13706472274127982
bernard,0.6799092387718418,0.24318338885163898,0.0769073723765192
allocation,0.6798898840396407,0.29004087085376745,0.030069245106591737
loose,0.6797789517653908,0.15232347265858198,0.16789757557602725
wagon,0.6742812359579156,0.02407570309469791,0.3016430609473865
ironic,0.6742493802664562,0.030697353870462914,0.29505326586308084
raw,0.6733930496567007,0.1699801235844458,0.15662682675885356
##tangle,0.6733097416042488,0.25892877111609086,0.06776148727966028
intersection,0.6694785224286656,0.06591647537733335,0.2646050021940011
tales,0.6691167170391422,0.000609880909983929,0.33027340205087385
unpublished,0.6691083098625419,0.23519640434806618,0.09569528578939195
moldova,0.6684752071217405,0.2532173046868229,0.07830748819143671
liberty,0.6674637139351974,0.17251507766230365,0.16002120840249898
luis,0.6663040543707028,0.31801497518708216,0.015680970442215024
worrying,0.6660118656129491,0.1742263557545577,0.15976177863249316
##ont,0.6651579381498143,0.08425492114934922,0.2505871407008365
reactors,0.6637413785867433,0.3108862791137644,0.02537234229949232
dividing,0.6637341927267326,0.2638941643133096,0.0723716429599578
insufficient,0.6624498734469434,0.031097340998428723,0.30645278555462796
expectation,0.6611525494474042,0.07434419659067137,0.2645032539619244
demonstrate,0.6599111645265366,0.1224450689730831,0.21764376650038025
horizon,0.6594260267318994,0.24870404170415308,0.0918699315639474
dealers,0.6559104098298957,0.3223285080935637,0.021761082076540605
torre,0.6541662202694145,0.17942763502635178,0.16640614470423354
##inga,0.6531808476831182,0.006920126260128952,0.3398990260567529
jp,0.6520894272173147,0.08529412950874932,0.2626164432739359
tam,0.6515287814038708,0.2748585008562039,0.07361271773992534
tis,0.6506599080062027,0.2639505590617064,0.08538953293209084
assign,0.650404665846183,0.23834552122075256,0.11124981293306456
personality,0.6491287853978377,0.25471612468479077,0.09615508991737166
portray,0.6485287856410498,0.2602918196813308,0.09117939467761943
preferred,0.6479022727461303,0.041604419185268665,0.31049330806860087
ambition,0.6461431902297948,0.19012057524646644,0.1637362345237388
##nable,0.6452013604214655,0.2966656550377596,0.058132984540775035
bread,0.6450872100033792,0.05432628389623576,0.3005865061003851
episode,0.6438609811246904,0.11896527856132116,0.23717374031398836
livestock,0.6436022539978371,0.28277905224154476,0.07361869376061826
manufacture,0.6425847793595474,0.2319464805795822,0.1254687400608704
abdul,0.6417360152787489,0.21639152316460925,0.14187246155664188
manning,0.6407024859075178,0.266826256507922,0.09247125758456037
relates,0.639501637099176,0.12805043512928144,0.23244792777154263
emphasis,0.6392618015840946,0.1266007897956991,0.23413740862020618
##lam,0.6375944735915526,0.16985402817741335,0.19255149823103396
##ules,0.6371289580623228,0.0649180182841379,0.29795302365353915
calculation,0.637110468807662,0.20719390299595436,0.15569562819638347
##ori,0.6363859936093735,0.18566471870033927,0.1779492876902872
landslide,0.6357726242152411,0.23535799558173534,0.12886938020302358
##dar,0.6336949778350627,0.07174963790234522,0.29455538426259215
earnings,0.6336429554681182,0.35587839096193424,0.01047865356994747
edged,0.6335812053372646,0.24008327828572418,0.1263355163770112
vegetable,0.6332748282097608,0.32389745502234757,0.042827716767891454
panthers,0.6323386101499541,0.04509056129728254,0.3225708285527635
buyer,0.6318631322071634,0.037902891634854365,0.3302339761579821
##gli,0.6318053345560494,0.047998254889358695,0.32019641055459186
stab,0.6310548432256894,0.14377274907521875,0.22517240769909175
pathogen,0.6285901822594774,0.0008243744611386462,0.37058544327938403
archive,0.6274783111988905,0.20775135897150337,0.16477032982960604
corn,0.627215220356333,0.08544797648871016,0.28733680315495674
##how,0.6270080568904655,0.03957140071250705,0.3334205423970275
##fr,0.6261341424074153,0.274325030574724,0.09954082701786077
##ured,0.6258616166393417,0.1199486079757956,0.25418977538486276
##bina,0.6251886484429107,0.33615094110465954,0.03866041045242973
cancellation,0.6241453276840881,0.03132944037165776,0.34452523194425416
carries,0.6217928141203454,0.07655730238687777,0.301649883492777
##omy,0.620861330843265,0.0029707656605732604,0.3761679034961617
##field,0.6200740001729685,0.1517161472248209,0.22820985260221052
publish,0.619086905746463,0.22519459874222578,0.1557184955113112
intensity,0.6190319801001075,0.21144151897254945,0.16952650092734292
rewards,0.6184611187016614,0.029123035033522156,0.3524158462648165
##kim,0.616843706203759,0.10411064091808964,0.27904565287815136
clarify,0.6167233321232963,0.18168906196285967,0.20158760591384403
founders,0.6166010634081801,0.21301883960456672,0.17038009698725312
recovered,0.615587308370304,0.15715874930638002,0.22725394232331603
##lus,0.6152017909722698,0.013763687059782216,0.37103452196794795
sofia,0.6150299845243214,0.12693966300665965,0.25803035246901884
animal,0.6140064974509134,0.10130327863635326,0.2846902239127334
##iting,0.6132479552111215,0.22550481746779547,0.16124722732108296
julius,0.6124731744036531,0.0511636853993327,0.3363631401970141
containers,0.6121127441251506,0.013366152332402861,0.3745211035424465
##eye,0.6117305616382993,0.33584721241120746,0.052422225950493284
evolving,0.6112099389523756,0.3237765862257085,0.06501347482191594
examination,0.6111207863494609,0.19761070605666053,0.19126850759387856
tabloid,0.6095180366628195,0.11030284268151849,0.28017912065566214
intermediate,0.6093600704568192,0.09934914561433887,0.2912907839288419
rob,0.6090932235208871,0.0717014595346793,0.31920531694443344
accounting,0.6087448833496691,0.31184393116401854,0.07941118548631237
norms,0.6086893890423715,0.18608992322779624,0.20522068772983237
##kra,0.608008589820876,0.09736730369304675,0.29462410648607723
donate,0.6076080437802146,0.17478112972481838,0.21761082649496696
skater,0.6068773292147517,0.32190614853578053,0.0712165222494677
brittle,0.606723235454665,0.04721041555801268,0.3460663489873223
tripped,0.6066284956923363,0.06584160190072129,0.32752990240694235
miami,0.6060890968038541,0.19109724504139097,0.20281365815475488
jealousy,0.6047864523969367,0.0742052726414255,0.32100827496163775
pediatric,0.6046168349759075,0.28373500552826925,0.11164815949582317
besides,0.6034285440414812,0.14297256751659737,0.25359888844192147
rosario,0.6029855654719974,0.30173323478164576,0.09528119974635678
violently,0.6026514522663615,0.12142482804701815,0.2759237196866204
##worthy,0.6017074261967836,0.22340175752636987,0.17489081627684644
##mann,0.6016067739307791,0.23793513940244093,0.16045808666678008
migration,0.6013225449610041,0.18295141291336003,0.21572604212563576
